Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,3.5,8.0,14.0,5.8,580.0
FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,3.49,8.4,20.0,6.4,76.0
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,3.49,7.9,21.0,5.6,546.0
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,3.49,9.2,78.0,8.7,1083.0
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,3.48,8.8,75.0,8.6,870.0
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,3.47,8.2,74.0,7.5,570.0
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,3.46,7.1,70.0,8.8,29.0
Clubhouse Games,DS,2006.0,Misc,Nintendo,3.45,8.3,30.0,8.4,28.0
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,3.44,8.4,83.0,8.2,717.0
Assassins Creed Syndicate,PS4,2015.0,Action,Ubisoft,3.44,7.6,86.0,6.8,1341.0
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,3.44,7.9,23.0,8.3,126.0
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,3.44,8.7,38.0,8.1,470.0
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,3.43,9.3,86.0,8.2,3987.0
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,3.42,7.0,15.0,8.0,67.0
Spider-Man 2,PS2,2004.0,Action,Activision,3.41,8.0,50.0,8.9,109.0
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,3.4,9.1,86.0,8.4,660.0
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,3.4,7.6,49.0,7.9,75.0
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,3.4,8.8,15.0,6.7,35.0
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,3.39,6.8,12.0,8.3,100.0
Destiny,XOne,2014.0,Shooter,Activision,3.38,7.5,11.0,5.5,1736.0
Final Fantasy XV,PS4,2016.0,Role-Playing,Square Enix,3.37,8.2,102.0,7.7,2659.0
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,3.35,9.0,32.0,8.5,1046.0
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,3.33,7.7,20.0,8.5,66.0
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,3.32,6.0,34.0,7.2,82.0
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,3.31,8.7,75.0,7.8,231.0
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,3.31,8.0,21.0,8.4,87.0
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,3.31,8.5,69.0,7.2,1272.0
Assassins Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,3.31,8.6,35.0,7.9,706.0
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,3.28,8.5,31.0,8.6,106.0
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,3.28,8.8,85.0,8.7,698.0
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,3.28,8.1,81.0,7.7,762.0
True Crime: Streets of LA,PS2,2003.0,Action,Activision,3.27,7.7,39.0,8.0,94.0
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,3.26,8.6,62.0,9.2,111.0
FIFA 16,XOne,2015.0,Sports,Electronic Arts,3.26,8.4,45.0,4.4,463.0
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,3.26,8.3,37.0,5.9,180.0
Wii Music,Wii,2008.0,Misc,Nintendo,3.25,6.3,43.0,4.6,116.0
FIFA 17,XOne,2016.0,Sports,Electronic Arts,3.24,8.4,51.0,5.4,210.0
The Sims 4,PC,2014.0,Simulation,Electronic Arts,3.23,7.0,74.0,3.9,2075.0
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,3.18,9.1,79.0,8.6,566.0
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,3.18,8.9,78.0,7.7,1017.0
Enter the Matrix,PS2,2003.0,Action,Atari,3.18,6.2,30.0,8.1,137.0
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,3.18,8.3,67.0,8.0,465.0
Dance Central,X360,2010.0,Misc,MTV Games,3.17,8.2,63.0,7.6,85.0
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,3.17,8.9,22.0,9.1,97.0
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,3.16,6.6,60.0,6.8,107.0
Animal Crossing,GC,2001.0,Simulation,Nintendo,3.15,8.7,42.0,8.9,138.0
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,3.14,8.3,12.0,6.5,36.0
Mario Party 9,Wii,2012.0,Misc,Nintendo,3.14,7.3,45.0,6.8,159.0
Spider-Man,PS,2000.0,Action,Activision,3.13,8.7,19.0,8.9,109.0
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,3.13,9.1,81.0,8.9,1070.0
Sonic Rush,DS,2005.0,Platform,Sega,3.12,8.2,43.0,8.5,102.0
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,3.12,8.2,57.0,7.8,496.0
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,3.12,8.1,12.0,7.8,10.0
Rhythm Heaven,DS,2008.0,Misc,Nintendo,3.11,8.3,48.0,9.0,63.0
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,3.1,9.3,45.0,8.0,606.0
Resident Evil 6,PS3,2012.0,Shooter,Capcom,3.1,7.4,34.0,5.4,1309.0
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,3.1,9.6,98.0,8.9,3153.0
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,3.09,6.7,28.0,7.9,71.0
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,3.08,9.4,23.0,7.9,46.0
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,3.07,7.5,18.0,7.8,22.0
LEGO Batman: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,3.07,7.4,17.0,7.9,22.0
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,3.05,7.2,16.0,8.0,16.0
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,3.05,8.9,59.0,8.2,895.0
Kung Fu Panda,X360,2008.0,Action,Activision,3.05,7.5,42.0,7.4,32.0
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,3.04,9.3,74.0,5.8,3733.0
Saints Row 2,X360,2008.0,Action,THQ,3.04,8.1,75.0,8.1,310.0
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,3.03,8.7,107.0,7.7,2775.0
Tom Clancys Splinter Cell,X,2002.0,Action,Ubisoft,3.02,9.3,46.0,8.5,121.0
FIFA 14,PS4,2013.0,Sports,Electronic Arts,3.02,8.7,26.0,6.3,619.0
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,3.01,8.8,41.0,7.3,132.0
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,3.01,9.1,94.0,8.1,1509.0
Far Cry 3,X360,2012.0,Shooter,Ubisoft,3.01,9.1,39.0,8.6,1259.0
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,3.0,7.3,78.0,7.0,131.0
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,3.0,7.3,24.0,9.2,176.0
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,2.99,8.2,23.0,6.6,20.0
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,2.99,9.3,24.0,9.1,65.0
Devil May Cry,PS2,2001.0,Action,Capcom,2.99,9.4,37.0,8.5,467.0
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.97,8.4,85.0,8.1,1907.0
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,2.97,8.5,73.0,5.9,2755.0
Titanfall,XOne,2014.0,Shooter,Electronic Arts,2.96,8.6,68.0,6.4,2661.0
Sonic Heroes,PS2,2003.0,Platform,Sega,2.96,6.4,29.0,7.8,94.0
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,2.96,8.5,19.0,7.8,78.0
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,2.95,8.8,59.0,8.5,573.0
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,8.7,42.0,9.0,93.0
Street Fighter IV,X360,2009.0,Fighting,Capcom,2.94,9.3,77.0,7.3,292.0
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.94,7.9,13.0,7.8,4.0
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,2.93,8.5,98.0,8.3,1176.0
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,2.93,7.8,7.0,4.3,702.0
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,2.92,7.6,40.0,8.8,77.0
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,2.91,9.1,74.0,8.7,1702.0
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,2.9,7.3,21.0,8.6,30.0
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,2.9,9.3,28.0,9.0,45.0
Sega Superstars Tennis,X360,2008.0,Sports,Sega,2.89,6.7,45.0,6.8,19.0
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,2.89,8.5,30.0,8.9,16.0
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,2.89,6.1,37.0,5.3,23.0
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,2.89,8.3,61.0,7.4,180.0
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,2.89,7.6,49.0,7.7,70.0
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.88,9.0,19.0,8.7,84.0
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.86,8.3,81.0,7.7,845.0
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.86,8.1,36.0,5.8,179.0
The Elder Scrolls III: Morrowind,X,2002.0,Role-Playing,Ubisoft,2.86,8.7,34.0,8.7,112.0
Assassins Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,2.85,8.3,29.0,7.8,1553.0
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.85,8.4,60.0,8.4,496.0
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.83,8.5,58.0,6.1,90.0
BioShock,X360,2007.0,Shooter,Take-Two Interactive,2.83,9.6,88.0,8.9,2256.0
Metroid Prime,GC,2002.0,Shooter,Nintendo,2.82,9.7,70.0,9.3,754.0
Assassins Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,2.82,9.0,59.0,8.2,800.0
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,2.81,7.5,56.0,7.5,285.0
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,2.8,8.0,90.0,7.9,2954.0
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.79,8.9,22.0,8.6,39.0
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,8.7,47.0,8.2,241.0
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.78,8.4,85.0,7.9,945.0
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,2.78,8.9,59.0,7.2,301.0
Skylanders: Spyros Adventure,Wii,2011.0,Action,Activision,2.78,8.1,11.0,5.6,31.0
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.78,8.9,61.0,7.5,4942.0
The Sims,PS2,2003.0,Simulation,Electronic Arts,2.77,8.3,33.0,7.7,46.0
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,2.77,7.3,74.0,6.7,390.0
Saints Row: The Third,X360,2011.0,Action,THQ,2.77,8.4,70.0,7.6,492.0
Yoshis Island DS,DS,2006.0,Platform,Nintendo,2.76,8.1,42.0,7.4,67.0
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,2.75,7.9,63.0,7.4,214.0
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,2.73,6.9,44.0,6.6,177.0
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,2.7,8.9,83.0,7.8,895.0
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,2.7,9.5,30.0,9.1,314.0
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,2.7,8.6,23.0,8.2,56.0
Call of Duty 3,X360,2006.0,Shooter,Activision,2.7,8.2,71.0,6.5,233.0
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.7,7.8,55.0,5.9,94.0
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,2.69,8.4,32.0,9.0,43.0
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,2.69,7.3,88.0,6.8,2113.0
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.69,8.4,47.0,5.7,120.0
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,2.68,9.3,52.0,9.1,272.0
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,2.67,8.3,58.0,8.6,53.0
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,2.67,7.9,51.0,7.7,18.0
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,2.67,7.7,39.0,8.2,70.0
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,2.67,9.2,17.0,8.6,81.0
Skate 3,X360,2010.0,Sports,Electronic Arts,2.66,8.0,65.0,8.0,128.0
Fable,X,2004.0,Role-Playing,Microsoft Game Studios,2.66,8.5,87.0,8.5,270.0
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,2.66,8.5,67.0,6.3,172.0
Tom Clancys Splinter Cell,PS2,2003.0,Action,Ubisoft,2.65,8.9,24.0,7.7,103.0
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,2.65,8.4,55.0,6.9,114.0
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,2.65,7.1,24.0,7.9,47.0
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,2.63,7.9,53.0,6.6,713.0
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.63,7.8,18.0,7.8,21.0
Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,2.63,8.2,92.0,7.2,457.0
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.63,9.0,42.0,7.7,134.0
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,9.0,37.0,8.2,84.0
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,2.62,9.0,63.0,7.5,133.0
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,2.62,7.4,71.0,6.7,288.0
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,2.61,7.1,16.0,7.5,50.0
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,2.6,9.1,50.0,8.7,531.0
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,2.59,8.0,24.0,7.4,116.0
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.59,8.4,21.0,8.1,44.0
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,2.59,8.7,42.0,7.5,108.0
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,2.58,7.9,47.0,8.0,124.0
Style Savvy,DS,2008.0,Simulation,Nintendo,2.58,7.3,4.0,7.7,7.0
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,2.58,8.0,27.0,8.6,57.0
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,2.58,9.2,100.0,8.6,6432.0
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.57,7.8,11.0,7.8,17.0
Overwatch,PS4,2016.0,Shooter,Activision,2.57,9.0,31.0,6.1,1408.0
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,2.57,7.2,38.0,8.7,83.0
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.57,8.3,22.0,5.5,101.0
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,2.56,7.3,28.0,8.3,181.0
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,2.56,8.6,68.0,7.9,726.0
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,2.55,8.7,68.0,7.8,98.0
Pok\xc3\xa9mon Colosseum,GC,2003.0,Role-Playing,Nintendo,2.54,7.3,37.0,8.0,92.0
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.53,8.3,50.0,7.0,125.0
Skylanders Giants,Wii,2012.0,Action,Activision,2.53,7.8,8.0,7.0,20.0
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.52,8.7,23.0,4.9,150.0
Art Academy,DS,2010.0,Misc,Nintendo,2.52,7.5,15.0,8.0,5.0
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,2.52,8.0,15.0,7.8,48.0
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,2.5,5.0,23.0,5.4,16.0
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.5,8.2,68.0,7.5,123.0
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,2.49,7.9,31.0,8.8,96.0
Game Party,Wii,2007.0,Misc,Midway Games,2.48,2.5,8.0,4.3,26.0
Mario Party 4,GC,2002.0,Misc,Nintendo,2.47,7.0,26.0,7.5,76.0
Pure,X360,2008.0,Racing,Disney Interactive Studios,2.47,8.5,55.0,7.7,84.0
Rock Band,X360,2007.0,Misc,Electronic Arts,2.47,9.2,72.0,8.2,178.0
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,2.47,9.0,26.0,8.0,100.0
Saints Row: The Third,PS3,2011.0,Action,THQ,2.47,8.2,50.0,7.7,386.0
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,2.47,8.7,79.0,6.1,1890.0
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,2.46,8.3,50.0,6.9,294.0
Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,2.46,8.2,50.0,8.2,102.0
Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,2.45,8.3,12.0,8.2,190.0
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,7.9,13.0,8.0,34.0
The Sims: Bustin Out,PS2,2003.0,Simulation,Electronic Arts,2.43,8.1,26.0,8.4,42.0
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.43,8.4,23.0,6.1,125.0
Tom Clancys Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,2.42,8.2,66.0,7.8,176.0
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,2.42,7.3,14.0,7.9,39.0
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,2.41,6.6,28.0,8.2,92.0
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,2.41,7.7,40.0,6.8,85.0
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.41,8.2,16.0,8.4,53.0
Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,2.41,6.2,11.0,6.2,34.0
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,2.4,8.2,73.0,8.1,488.0
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.39,8.3,36.0,6.1,68.0
NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,2.39,8.8,47.0,6.6,174.0
Guitar Hero,PS2,2005.0,Misc,RedOctane,2.38,9.1,65.0,8.7,173.0
The Legend of Zelda: Majoras Mask 3D,3DS,2015.0,Action,Nintendo,2.38,8.9,82.0,9.0,483.0
Far Cry: Primal,PS4,2016.0,Action,Ubisoft,2.38,7.6,91.0,6.3,648.0
Dead Island,X360,2011.0,Action,Deep Silver,2.37,7.1,75.0,6.9,632.0
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.37,9.6,81.0,9.2,8702.0
The Incredibles,PS2,2004.0,Action,THQ,2.37,6.2,36.0,7.6,22.0
Zumba Fitness,X360,2010.0,Sports,505 Games,2.37,4.2,10.0,5.5,16.0
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,2.37,8.5,46.0,6.4,109.0
Tony Hawks Underground 2,PS2,2004.0,Sports,Activision,2.37,8.3,59.0,8.8,55.0
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,2.37,8.6,14.0,6.2,117.0
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.37,8.5,41.0,6.8,58.0
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,2.36,8.1,66.0,8.5,142.0
Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,2.35,7.3,33.0,2.9,67.0
Guild Wars 2,PC,2012.0,Action,NCSoft,2.34,9.0,69.0,7.9,2958.0
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,THQ,2.34,7.1,11.0,7.2,31.0
LEGO Indiana Jones: The Original Adventures,Wii,2008.0,Action,LucasArts,2.34,7.8,22.0,6.6,28.0
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,2.34,8.4,21.0,8.4,191.0
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,2.34,6.6,46.0,6.5,39.0
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,2.33,7.5,69.0,5.6,385.0
Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,2.33,8.2,35.0,4.6,93.0
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,2.31,8.4,42.0,9.1,51.0
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,2.31,8.6,14.0,8.5,28.0
Tom Clancys The Division,XOne,2016.0,Shooter,Ubisoft,2.3,8.0,33.0,6.9,621.0
Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.3,7.6,46.0,7.7,671.0
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,2.29,8.0,18.0,6.7,87.0
Need for Speed Underground 2,X,2004.0,Racing,Electronic Arts,2.28,7.7,35.0,8.7,27.0
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,7.2,7.0,7.2,6.0
Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,2.28,7.8,42.0,6.7,76.0
Tom Clancys Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,2.28,7.3,40.0,7.3,490.0
The Sims 3,X360,2010.0,Simulation,Electronic Arts,2.28,7.6,42.0,7.2,72.0
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,2.28,8.2,8.0,6.9,20.0
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,2.28,6.8,24.0,8.2,27.0
Sonics Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,2.27,8.0,35.0,8.6,43.0
Dead Island,PS3,2011.0,Action,Deep Silver,2.27,7.1,41.0,6.6,409.0
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,2.27,8.1,24.0,8.9,55.0
Wario Land 4,GBA,2001.0,Platform,Nintendo,2.26,8.8,17.0,8.9,42.0
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,2.26,8.0,32.0,5.6,136.0
Gears of War 4,XOne,2016.0,Shooter,Microsoft Game Studios,2.26,8.4,98.0,6.3,848.0
Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,2.25,7.9,76.0,5.9,1096.0
Onimusha 2: Samurais Destiny,PS2,2002.0,Adventure,Capcom,2.25,8.4,31.0,9.0,52.0
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,2.25,7.9,31.0,5.5,56.0
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,2.25,8.7,55.0,9.4,311.0
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.25,8.0,37.0,7.6,129.0
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,2.25,8.0,89.0,7.5,916.0
Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,2.24,8.3,45.0,7.8,52.0
Sonic Advance,GBA,2001.0,Platform,Sega,2.24,8.7,22.0,8.1,48.0
Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,2.24,7.4,53.0,5.7,72.0
Call of Duty 3,Wii,2006.0,Shooter,Activision,2.24,6.9,42.0,6.7,61.0
New Super Luigi U,WiiU,2013.0,Platform,Nintendo,2.24,7.7,59.0,7.9,288.0
Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,2.23,7.9,61.0,8.0,139.0
Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,2.23,7.4,16.0,8.0,13.0
Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,2.23,9.1,25.0,8.2,859.0
Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,2.22,9.2,44.0,8.8,206.0
Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,2.22,8.4,70.0,8.6,220.0
Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,2.21,7.1,47.0,6.6,235.0
Guitar Hero II,X360,2007.0,Misc,Activision,2.2,9.2,55.0,8.1,220.0
Rock Band 2,X360,2008.0,Misc,Electronic Arts,2.2,9.2,69.0,8.3,156.0
Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,2.2,8.8,73.0,7.0,207.0
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,2.2,8.0,15.0,7.9,16.0
Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,2.2,8.1,37.0,6.1,209.0
BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,2.2,8.8,93.0,8.2,575.0
Star Wars: Knights of the Old Republic,X,2003.0,Role-Playing,Activision,2.19,9.4,72.0,9.2,317.0
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,2.19,8.0,41.0,6.6,132.0
Saints Row,X360,2006.0,Action,THQ,2.18,8.1,74.0,7.5,214.0
FIFA 15,XOne,2014.0,Sports,Electronic Arts,2.18,8.2,33.0,5.4,347.0
ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,2.18,8.2,26.0,8.9,28.0
DriveClu,PS4,2014.0,Racing,Sony Computer Entertainment,2.17,7.1,85.0,6.1,1579.0
Final Fantasy XIII,X360,2010.0,Role-Playing,Square Enix,2.17,8.2,54.0,6.3,543.0
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.16,7.9,72.0,7.6,110.0
The Sims: House Party,PC,2001.0,Simulation,Electronic Arts,2.16,7.4,17.0,7.9,30.0
Sonic Unleashed,Wii,2008.0,Platform,Sega,2.16,6.6,30.0,7.3,137.0
