Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Game_Score
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,3.76,7.7,60.0,7.5,65.0,20.958423473116557
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,3.76,7.9,21.0,7.7,30.0,17.593463529884765
Harry Potter and the Sorcerers Stone,PS,2001.0,Action,Electronic Arts,3.73,6.4,11.0,7.5,43.0,15.377988713656823
Assassins Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,3.72,8.8,36.0,8.1,846.0,22.526828373979715
Super Paper Mario,Wii,2007.0,Platform,Nintendo,3.72,8.5,56.0,7.9,423.0,21.74630350358418
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,3.71,9.1,15.0,8.8,210.0,18.938095773411366
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,3.7,8.1,27.0,7.6,56.0,18.46681595211044
Tony Hawks Pro Skater 4,PS2,2002.0,Sports,Activision,3.67,9.4,27.0,8.5,129.0,19.996309474044438
MySims,DS,2007.0,Simulation,Electronic Arts,3.66,6.7,15.0,6.9,14.0,16.54890098661194
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,3.65,7.4,34.0,8.4,31.0,19.328297046730974
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,3.65,8.2,42.0,7.9,83.0,19.339383709951644
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,3.64,9.0,35.0,8.7,314.0,20.262393496017985
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,3.63,8.2,10.0,7.9,38.0,18.43405169090336
Resident Evil 4,PS2,2005.0,Action,Capcom,3.62,9.6,38.0,8.9,1025.0,22.435487970442008
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,3.62,9.1,56.0,7.5,204.0,22.114390144059694
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,3.62,8.6,18.0,7.6,71.0,19.183253792558617
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,3.61,8.5,18.0,6.9,1586.0,20.449371861322966
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,3.61,8.2,36.0,8.7,143.0,20.231164914115435
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,3.61,6.4,23.0,7.7,32.0,16.292169122104276
Luigis Mansion,GC,2001.0,Action,Nintendo,3.6,7.8,34.0,8.6,162.0,19.049490094609702
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,3.59,8.4,30.0,9.0,268.0,20.612471687310453
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,3.58,7.0,39.0,8.0,9.0,19.335915506847407
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,3.56,7.8,18.0,3.2,315.0,16.08474220057493
Assassins Creed: Unity,XOne,2014.0,Action,Ubisoft,3.56,7.2,59.0,4.1,1008.0,19.013461061733004
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,3.54,7.8,49.0,7.8,112.0,20.229542109085568
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,3.54,7.2,49.0,6.8,89.0,17.878667032609616
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,3.53,7.2,27.0,7.9,48.0,17.372031192102963
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,3.52,8.8,66.0,7.5,155.0,22.66589488854834
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,3.51,8.9,67.0,7.9,1309.0,23.489496993778296
Resident Evil 5,X360,2009.0,Action,Capcom,3.5,8.3,91.0,7.5,526.0,23.815697750767747
Assassins Creed: Brotherhood,X360,2010.0,Action,Ubisoft,3.5,8.9,81.0,8.3,700.0,24.79661669202403
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,3.5,8.0,14.0,5.8,580.0,18.075980686566286
FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,3.49,8.4,20.0,6.4,76.0,16.860594042804347
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,3.49,7.9,21.0,5.6,546.0,18.20589663354093
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,3.49,9.2,78.0,8.7,1083.0,25.267753243920488
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,3.48,8.8,75.0,8.6,870.0,24.750170543367016
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,3.47,8.2,74.0,7.5,570.0,24.0238813440712
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,3.46,7.1,70.0,8.8,29.0,22.3260087118055
Clubhouse Games,DS,2006.0,Misc,Nintendo,3.45,8.3,30.0,8.4,28.0,19.991598447778724
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,3.44,8.4,83.0,8.2,717.0,24.209761547852473
Assassins Creed Syndicate,PS4,2015.0,Action,Ubisoft,3.44,7.6,86.0,6.8,1341.0,24.071771635043746
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,3.44,7.9,23.0,8.3,126.0,18.334912851242258
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,3.44,8.7,38.0,8.1,470.0,22.95700556588973
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,3.43,9.3,86.0,8.2,3987.0,28.46488580278818
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,3.42,7.0,15.0,8.0,67.0,15.922440610765884
Spider-Man 2,PS2,2004.0,Action,Activision,3.41,8.0,50.0,8.9,109.0,21.08609920825706
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,3.4,9.1,86.0,8.4,660.0,25.542908038674902
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,3.4,7.6,49.0,7.9,75.0,20.566629720931658
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,3.4,8.8,15.0,6.7,35.0,16.914854187767098
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,3.39,6.8,12.0,8.3,100.0,16.329139627994525
Destiny,XOne,2014.0,Shooter,Activision,3.38,7.5,11.0,5.5,1736.0,18.12783454797824
Final Fantasy XV,PS4,2016.0,Role-Playing,Square Enix,3.37,8.2,102.0,7.7,2659.0,27.45693725654531
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,3.35,9.0,32.0,8.5,1046.0,22.70315222181988
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,3.33,7.7,20.0,8.5,66.0,18.140172562259295
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,3.32,6.0,34.0,7.2,82.0,17.02571978896868
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,3.31,8.7,75.0,7.8,231.0,23.242484168730527
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,3.31,8.0,21.0,8.4,87.0,18.134118776890247
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,3.31,8.5,69.0,7.2,1272.0,23.86370422442122
Assassins Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,3.31,8.6,35.0,7.9,706.0,21.976319038782602
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,3.28,8.5,31.0,8.6,106.0,19.786745425141955
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,3.28,8.8,85.0,8.7,698.0,26.421727856219015
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,3.28,8.1,81.0,7.7,762.0,24.23603733553272
True Crime: Streets of LA,PS2,2003.0,Action,Activision,3.27,7.7,39.0,8.0,94.0,19.040336810389967
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,3.26,8.6,62.0,9.2,111.0,23.45150119705911
FIFA 16,XOne,2015.0,Sports,Electronic Arts,3.26,8.4,45.0,4.4,463.0,19.24721345788477
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,3.26,8.3,37.0,5.9,180.0,19.98290955038394
Wii Music,Wii,2008.0,Misc,Nintendo,3.25,6.3,43.0,4.6,116.0,15.911716490117671
FIFA 17,XOne,2016.0,Sports,Electronic Arts,3.24,8.4,51.0,5.4,210.0,20.661283845243645
The Sims 4,PC,2014.0,Simulation,Electronic Arts,3.23,7.0,74.0,3.9,2075.0,20.210532663206404
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,3.18,9.1,79.0,8.6,566.0,24.574990256725872
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,3.18,8.9,78.0,7.7,1017.0,24.40078929162596
Enter the Matrix,PS2,2003.0,Action,Atari,3.18,6.2,30.0,8.1,137.0,17.412943992633792
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,3.18,8.3,67.0,8.0,465.0,22.328836083098082
Dance Central,X360,2010.0,Misc,MTV Games,3.17,8.2,63.0,7.6,85.0,22.02216207247051
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,3.17,8.9,22.0,9.1,97.0,19.593500880730776
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,3.16,6.6,60.0,6.8,107.0,20.877691852210464
Animal Crossing,GC,2001.0,Simulation,Nintendo,3.15,8.7,42.0,8.9,138.0,20.487682336101727
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,3.14,8.3,12.0,6.5,36.0,17.19688581553956
Mario Party 9,Wii,2012.0,Misc,Nintendo,3.14,7.3,45.0,6.8,159.0,19.890327583785325
Spider-Man,PS,2000.0,Action,Activision,3.13,8.7,19.0,8.9,109.0,18.838206740844985
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,3.13,9.1,81.0,8.9,1070.0,26.393790187665605
Sonic Rush,DS,2005.0,Platform,Sega,3.12,8.2,43.0,8.5,102.0,20.601499511444768
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,3.12,8.2,57.0,7.8,496.0,22.104111900165083
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,3.12,8.1,12.0,7.8,10.0,18.087546233465606
Rhythm Heaven,DS,2008.0,Misc,Nintendo,3.11,8.3,48.0,9.0,63.0,22.109909179668822
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,3.1,9.3,45.0,8.0,606.0,21.852665794111484
Resident Evil 6,PS3,2012.0,Shooter,Capcom,3.1,7.4,34.0,5.4,1309.0,18.62704977842141
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,3.1,9.6,98.0,8.9,3153.0,28.484005330684433
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,3.09,6.7,28.0,7.9,71.0,17.220521145915896
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,3.08,9.4,23.0,7.9,46.0,18.823307992159837
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,3.07,7.5,18.0,7.8,22.0,17.110363640838706
LEGO Batman: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,3.07,7.4,17.0,7.9,22.0,18.374940951573514
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,3.05,7.2,16.0,8.0,16.0,18.247710618584154
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,3.05,8.9,59.0,8.2,895.0,23.85643173333155
Kung Fu Panda,X360,2008.0,Action,Activision,3.05,7.5,42.0,7.4,32.0,19.498029174171794
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,3.04,9.3,74.0,5.8,3733.0,24.499829460176795
Saints Row 2,X360,2008.0,Action,THQ,3.04,8.1,75.0,8.1,310.0,22.86508044338184
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,3.03,8.7,107.0,7.7,2775.0,26.890041215909065
Tom Clancys Splinter Cell,X,2002.0,Action,Ubisoft,3.02,9.3,46.0,8.5,121.0,21.006905830378503
FIFA 14,PS4,2013.0,Sports,Electronic Arts,3.02,8.7,26.0,6.3,619.0,19.834848635129894
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,3.01,8.8,41.0,7.3,132.0,21.29944375574319
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,3.01,9.1,94.0,8.1,1509.0,25.791598579025102
Far Cry 3,X360,2012.0,Shooter,Ubisoft,3.01,9.1,39.0,8.6,1259.0,23.40752817026283
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,3.0,7.3,78.0,7.0,131.0,21.64481694355869
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,3.0,7.3,24.0,9.2,176.0,19.882003257044378
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,2.99,8.2,23.0,6.6,20.0,16.34078860381222
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,2.99,9.3,24.0,9.1,65.0,20.211917303185267
Devil May Cry,PS2,2001.0,Action,Capcom,2.99,9.4,37.0,8.5,467.0,20.53004496095673
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.97,8.4,85.0,8.1,1907.0,26.01741944794024
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,2.97,8.5,73.0,5.9,2755.0,23.06328899337484
Titanfall,XOne,2014.0,Shooter,Electronic Arts,2.96,8.6,68.0,6.4,2661.0,23.923565921824263
Sonic Heroes,PS2,2003.0,Platform,Sega,2.96,6.4,29.0,7.8,94.0,17.162739419007217
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,2.96,8.5,19.0,7.8,78.0,17.988972869288467
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,2.95,8.8,59.0,8.5,573.0,23.425373666833714
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,8.7,42.0,9.0,93.0,20.970942234862303
Street Fighter IV,X360,2009.0,Fighting,Capcom,2.94,9.3,77.0,7.3,292.0,23.34508718834604
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.94,7.9,13.0,7.8,4.0,16.87798419622876
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,2.93,8.5,98.0,8.3,1176.0,25.54080075637318
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,2.93,7.8,7.0,4.3,702.0,16.018455238604673
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,2.92,7.6,40.0,8.8,77.0,20.853376695483654
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,2.91,9.1,74.0,8.7,1702.0,24.832394368685648
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,2.9,7.3,21.0,8.6,30.0,18.3488026242102
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,2.9,9.3,28.0,9.0,45.0,20.55385393557699
Sega Superstars Tennis,X360,2008.0,Sports,Sega,2.89,6.7,45.0,6.8,19.0,18.427817482649335
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,2.89,8.5,30.0,8.9,16.0,19.48762260992002
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,2.89,6.1,37.0,5.3,23.0,15.76168821186011
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,2.89,8.3,61.0,7.4,180.0,20.93912692325977
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,2.89,7.6,49.0,7.7,70.0,19.439107607413984
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.88,9.0,19.0,8.7,84.0,18.617954917182267
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.86,8.3,81.0,7.7,845.0,24.836601376821513
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.86,8.1,36.0,5.8,179.0,18.96634777078118
The Elder Scrolls III: Morrowind,X,2002.0,Role-Playing,Ubisoft,2.86,8.7,34.0,8.7,112.0,19.96878074137756
Assassins Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,2.85,8.3,29.0,7.8,1553.0,21.75208144323017
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.85,8.4,60.0,8.4,496.0,23.228731028954083
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.83,8.5,58.0,6.1,90.0,20.218379373573608
BioShock,X360,2007.0,Shooter,Take-Two Interactive,2.83,9.6,88.0,8.9,2256.0,26.62509478751917
Metroid Prime,GC,2002.0,Shooter,Nintendo,2.82,9.7,70.0,9.3,754.0,23.96370063132969
Assassins Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,2.82,9.0,59.0,8.2,800.0,23.415693188935755
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,2.81,7.5,56.0,7.5,285.0,21.0240160823861
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,2.8,8.0,90.0,7.9,2954.0,26.44693522024226
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.79,8.9,22.0,8.6,39.0,19.021177913016405
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,8.7,47.0,8.2,241.0,20.56193003697126
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.78,8.4,85.0,7.9,945.0,24.542298726409246
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,2.78,8.9,59.0,7.2,301.0,22.029932172455418
Skylanders: Spyros Adventure,Wii,2011.0,Action,Activision,2.78,8.1,11.0,5.6,31.0,16.91516201592317
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.78,8.9,61.0,7.5,4942.0,25.57797161660049
The Sims,PS2,2003.0,Simulation,Electronic Arts,2.77,8.3,33.0,7.7,46.0,18.767290728429316
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,2.77,7.3,74.0,6.7,390.0,20.80454001326182
Saints Row: The Third,X360,2011.0,Action,THQ,2.77,8.4,70.0,7.6,492.0,23.039925673698992
Yoshis Island DS,DS,2006.0,Platform,Nintendo,2.76,8.1,42.0,7.4,67.0,19.529343267114125
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,2.75,7.9,63.0,7.4,214.0,21.40349080056444
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,2.73,6.9,44.0,6.6,177.0,18.191383722299737
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,2.7,8.9,83.0,7.8,895.0,24.67764473603926
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,2.7,9.5,30.0,9.1,314.0,20.863472289973423
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,2.7,8.6,23.0,8.2,56.0,18.449549763050864
Call of Duty 3,X360,2006.0,Shooter,Activision,2.7,8.2,71.0,6.5,233.0,20.59576385626388
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.7,7.8,55.0,5.9,94.0,19.70441994903095
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,2.69,8.4,32.0,9.0,43.0,20.713673228093676
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,2.69,7.3,88.0,6.8,2113.0,23.923194981732014
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.69,8.4,47.0,5.7,120.0,19.28965417834101
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,2.68,9.3,52.0,9.1,272.0,22.46160891921476
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,2.67,8.3,58.0,8.6,53.0,22.49142846299654
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,2.67,7.9,51.0,7.7,18.0,21.04991575564082
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,2.67,7.7,39.0,8.2,70.0,19.59313916257319
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,2.67,9.2,17.0,8.6,81.0,18.31262575560638
Skate 3,X360,2010.0,Sports,Electronic Arts,2.66,8.0,65.0,8.0,128.0,22.353023965876545
Fable,X,2004.0,Role-Playing,Microsoft Game Studios,2.66,8.5,87.0,8.5,270.0,23.377200042128838
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,2.66,8.5,67.0,6.3,172.0,20.78360461075742
Tom Clancys Splinter Cell,PS2,2003.0,Action,Ubisoft,2.65,8.9,24.0,7.7,103.0,18.714153228717173
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,2.65,8.4,55.0,6.9,114.0,20.741509229382576
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,2.65,7.1,24.0,7.9,47.0,18.10064588528796
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,2.63,7.9,53.0,6.6,713.0,20.734019578796183
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.63,7.8,18.0,7.8,21.0,16.864505305350384
Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,2.63,8.2,92.0,7.2,457.0,23.362794462781853
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.63,9.0,42.0,7.7,134.0,21.657308318762887
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,9.0,37.0,8.2,84.0,20.288351228578335
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,2.62,9.0,63.0,7.5,133.0,22.31094089424954
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,2.62,7.4,71.0,6.7,288.0,21.055011954165614
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,2.61,7.1,16.0,7.5,50.0,16.340684227192042
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,2.6,9.1,50.0,8.7,531.0,23.026885869832803
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,2.59,8.0,24.0,7.4,116.0,18.57532240525646
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.59,8.4,21.0,8.1,44.0,18.70280154844598
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,2.59,8.7,42.0,7.5,108.0,20.547375592417037
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,2.58,7.9,47.0,8.0,124.0,20.504608012490934
Style Savvy,DS,2008.0,Simulation,Nintendo,2.58,7.3,4.0,7.7,7.0,17.237156499251178
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,2.58,8.0,27.0,8.6,57.0,19.690388849642016
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,2.58,9.2,100.0,8.6,6432.0,31.08099649785716
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.57,7.8,11.0,7.8,17.0,17.950101496591156
Overwatch,PS4,2016.0,Shooter,Activision,2.57,9.0,31.0,6.1,1408.0,21.281118851249275
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,2.57,7.2,38.0,8.7,83.0,20.061954631649847
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.57,8.3,22.0,5.5,101.0,17.88883009728036
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,2.56,7.3,28.0,8.3,181.0,17.88604978188085
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,2.56,8.6,68.0,7.9,726.0,23.061106993057603
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,2.55,8.7,68.0,7.8,98.0,22.6466412515064
Pok\xc3\xa9mon Colosseum,GC,2003.0,Role-Playing,Nintendo,2.54,7.3,37.0,8.0,92.0,18.519100649676133
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.53,8.3,50.0,7.0,125.0,20.230251571012662
Skylanders Giants,Wii,2012.0,Action,Activision,2.53,7.8,8.0,7.0,20.0,18.061031044063867
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.52,8.7,23.0,4.9,150.0,17.91745670694533
Art Academy,DS,2010.0,Misc,Nintendo,2.52,7.5,15.0,8.0,5.0,18.795369707410863
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,2.52,8.0,15.0,7.8,48.0,17.06191880785497
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,2.5,5.0,23.0,5.4,16.0,14.298790488422446
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.5,8.2,68.0,7.5,123.0,21.309880933089545
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,2.49,7.9,31.0,8.8,96.0,19.19791254010557
Game Party,Wii,2007.0,Misc,Midway Games,2.48,2.5,8.0,4.3,26.0,10.091478845231869
Mario Party 4,GC,2002.0,Misc,Nintendo,2.47,7.0,26.0,7.5,76.0,16.875949028360818
Pure,X360,2008.0,Racing,Disney Interactive Studios,2.47,8.5,55.0,7.7,84.0,21.355942418910953
Rock Band,X360,2007.0,Misc,Electronic Arts,2.47,9.2,72.0,8.2,178.0,23.290727591910063
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,2.47,9.0,26.0,8.0,100.0,21.151162135955733
Saints Row: The Third,PS3,2011.0,Action,THQ,2.47,8.2,50.0,7.7,386.0,21.65353121476775
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,2.47,8.7,79.0,6.1,1890.0,22.537811189645232
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,2.46,8.3,50.0,6.9,294.0,21.53616645299883
Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,2.46,8.2,50.0,8.2,102.0,21.31559364803952
Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,2.45,8.3,12.0,8.2,190.0,16.72212962988497
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,7.9,13.0,8.0,34.0,18.998663878966518
The Sims: Bustin Out,PS2,2003.0,Simulation,Electronic Arts,2.43,8.1,26.0,8.4,42.0,18.831643183033876
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.43,8.4,23.0,6.1,125.0,19.276023686768628
Tom Clancys Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,2.42,8.2,66.0,7.8,176.0,21.943858690166664
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,2.42,7.3,14.0,7.9,39.0,17.615733607911775
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,2.41,6.6,28.0,8.2,92.0,17.594571104232802
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,2.41,7.7,40.0,6.8,85.0,19.339651868260713
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.41,8.2,16.0,8.4,53.0,17.866652963281513
Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,2.41,6.2,11.0,6.2,34.0,15.090309994486063
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,2.4,8.2,73.0,8.1,488.0,23.516840756515034
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.39,8.3,36.0,6.1,68.0,18.865516677391064
NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,2.39,8.8,47.0,6.6,174.0,21.805016533250214
Guitar Hero,PS2,2005.0,Misc,RedOctane,2.38,9.1,65.0,8.7,173.0,22.827841349134037
The Legend of Zelda: Majoras Mask 3D,3DS,2015.0,Action,Nintendo,2.38,8.9,82.0,9.0,483.0,26.38075640949813
Far Cry: Primal,PS4,2016.0,Action,Ubisoft,2.38,7.6,91.0,6.3,648.0,23.551577589163383
Dead Island,X360,2011.0,Action,Deep Silver,2.37,7.1,75.0,6.9,632.0,21.666271677840097
